article id	publication date	researcher ids	title	doi	issn	publisher	volume	issue	pages
pub.1105501433	2018-07-14	ur.011705227140.45||ur.0767651144.84	Analysis of fluctuations in the first return times of random walks on regular branched networks.	10.1063/1.5028123	0021-9606	AIP Publishing	149	2	024903
pub.1100757086	2018-07-15	ur.0710017377.40	pymzML v2.0: introducing a highly compressed and seekable gzip format.	10.1093/bioinformatics/bty046	1367-4803	Oxford University Press (OUP)	34	14	2513-2514
pub.1104167531	2018-07-15	ur.0763033774.97	A genome-wide microRNA screen identifies regulators of tetraploid cell proliferation.	10.1091/mbc.e18-02-0141	1059-1524	American Society for Cell Biology (ASCB)	29	13	1682-1692
pub.1105624352	2018-07-16	ur.01320201707.50	Tensional homeostasis in multicellular clusters: effects of geometry and traction force dynamics	10.1101/370437		Cold Spring Harbor Laboratory			370437
pub.1105299067	2018-07-17	ur.0767651144.84	Local structure can identify and quantify influential global spreaders in large scale social networks	10.1073/pnas.1710547115	0027-8424	Proceedings of the National Academy of Sciences	115	29	201710547
pub.1105267497	2018-07-17	ur.0656547365.71||ur.012455532663.20	Anthropogenic and biogenic CO2 fluxes in the Boston urban region	10.1073/pnas.1803715115	0027-8424	Proceedings of the National Academy of Sciences	115	29	201803715
pub.1105566354	2018-07-17	ur.0667155617.04	Protein Biomarkers of Cardiovascular Disease and Mortality in the Community	10.1161/jaha.117.008108	2047-9980	Wolters Kluwer	7	14	
pub.1105625145	2018-07-18	ur.0660216254.99	Growth-Adaptive Mutations in the Ebola Virus Makona Glycoprotein Alter Different Steps in the Virus Entry Pathway	10.1128/jvi.00820-18	0022-538X	American Society for Microbiology	92	19	e00820-18
pub.1105713607	2018-07-20	ur.014265036063.89	Typicality-based semantic treatment for anomia results in multiple levels of generalisation	10.1080/09602011.2018.1499533	0960-2011	Taylor & Francis			1-27
pub.1105735736	2018-07-20	ur.011164424313.11	Who is responsible for Twitter’s echo chamber problem? Evidence from 2016 U.S. election networks	10.1080/1369118x.2018.1499793	1369-118X	Taylor & Francis			1-18
pub.1105774977	2018-07-22	ur.0771077630.42	Positive-feedback defines the timing and robustness of angiogenesis	10.1101/374389		Cold Spring Harbor Laboratory			374389
pub.1105812616	2018-07-24	ur.010240402014.24	Correlates of alcohol consumption and alcohol dependence among older adults in contemporary China: Results from the Chinese Longitudinal Healthy Longevity Survey	10.1080/15332640.2018.1456388	1533-2640	Taylor & Francis			1-16
pub.1105426308	2018-07-24	ur.01115036507.22	Hsp70–Bag3 complex is a hub for proteotoxicity-induced signaling that controls protein aggregation	10.1073/pnas.1803130115	0027-8424	Proceedings of the National Academy of Sciences	115	30	201803130
pub.1105780981	2018-07-24	ur.015742634005.54	GGH15 Beyond Permutation Branching Programs: Proofs, Attacks, and Candidates	10.1007/978-3-319-96881-0_20	0302-9743	Springer Nature	10992		577-607
pub.1105855014	2018-07-25	ur.07651643425.11	Differential Mechanisms for the Involvement of Polyamines and Hypusinated eIF5A in Ebola Virus Gene Expression	10.1128/jvi.01260-18	0022-538X	American Society for Microbiology	92	20	e01260-18
pub.1106160943	2018-07-26	ur.014265036063.89	Investigating the relationship between language and cognition in persons with aphasia as a function of semantic-based naming therapy	10.1080/02687038.2018.1487014	0268-7038	Taylor & Francis	32	sup1	72-73
pub.1105306862	2018-07-28	ur.01057476673.30	Understanding the Driver of Energetic Electron Precipitation Using Coordinated Multisatellite Measurements	10.1029/2018gl078604	0094-8276	American Geophysical Union (AGU)	45	14	6755-6765
pub.1105909593	2018-07-30	ur.01322416734.99	Contemporary perceptions of human papillomavirus and penile cancer: Perspectives from a national survey	10.5489/cuaj.5366	1911-6470	Canadian Urological Association Journal	13	2	32-37
pub.1105914604	2018-07-31	ur.0671712034.35	Assessment of S-Glutathionylated Rac1 in Cells Using Biotin-Labeled Glutathione	10.1007/978-1-4939-8612-5_11	1064-3745	Springer Nature	1821		155-163
pub.1105546117	2018-07-31	ur.01057413046.30	Effects of Disease-Causing Mutations on the Conformation of Human Apolipoprotein A-I in Model Lipoproteins.	10.1021/acs.biochem.8b00538	0006-2960	American Chemical Society (ACS)	57	30	4583-4596
pub.1105946021	2018-08-01	ur.010455633157.08	O-fucosylation of thrombospondin-like repeats is required for processing of MIC2 and for efficient host cell invasion by Toxoplasma gondii tachyzoites	10.1101/382515		Cold Spring Harbor Laboratory			382515
pub.1105955639	2018-08-01	ur.012400474567.41	Snapping of bistable, prestressed cylindrical shells	10.1209/0295-5075/122/64003	0295-5075	IOP Publishing	122	6	64003
pub.1106372493	2018-08-01	ur.0705116241.53	Mental health, psychotropic medication use, and menstrual cycle characteristics	10.2147/clep.s152131	1179-1349	Taylor & Francis	10		1073-1082
pub.1103978362	2018-08-01	ur.016251527331.48	Relationships Between Novice Teachers’ Social Resources and Workload Manageability	10.1177/0022466918775432	0022-4669	SAGE Publications	52	2	113-126
pub.1104602910	2018-08-01	ur.010123013407.94	Improving intermediate temperature performance of Ni-YSZ cermet anodes for solid oxide fuel cells by liquid infiltration of nickel nanoparticles	10.1016/j.jpowsour.2018.06.027	0378-7753	Elsevier	396	J. Electrochem. Soc. 164 10 2017	257-264
pub.1101560408	2018-08-01	ur.012674027322.81	Use of supplemental oxygen in patients with pulmonary arterial hypertension in reveal	10.1016/j.healun.2018.03.010	1053-2498	Elsevier	37	Circulation 114 2006	948-955
pub.1101847137	2018-08-01	ur.01245771102.76	A staggered explicit-implicit finite element formulation for electroactive polymers	10.1016/j.cma.2018.03.028	0045-7825	Elsevier	337	Science 330 2010	150-164
pub.1100857215	2018-08-01	ur.01064244423.17	Mortality in Patients With Giant Cell Arteritis: A Cohort Study in UK Primary Care	10.1002/acr.23538	2151-464X	Wiley	70	8	1251-1256
pub.1106079617	2018-08-01	ur.01167701455.69	Rational Suicide in Older Adults: Not an Ageist Concept by Default	10.1111/jgs.15402	0002-8614	Wiley	66	8	1648-1648
pub.1100993120	2018-08-01	ur.010123013407.94	Effect of optical basicity on the stability of yttria‐stabilized zirconia in contact with molten oxy‐fluoride flux	10.1111/jace.15496	0002-7820	Wiley	101	8	3605-3616
pub.1104894095	2018-08-01	ur.07370761453.50	Dayside Magnetospheric and Ionospheric Responses to a Foreshock Transient on 25 June 2008: 2. 2‐D Evolution Based on Dayside Auroral Imaging	10.1029/2017ja024846	2169-9380	American Geophysical Union (AGU)	123	8	6347-6359
pub.1106290448	2018-08-01	ur.014326267565.55	Lightcone effective Hamiltonians and RG flows	10.1007/jhep08(2018)120	1126-6708	Springer Nature	2018	8	120
pub.1105251038	2018-08-01	ur.012400474567.41	Bioinspired Electrically Activated Soft Bistable Actuators	10.1002/adfm.201802999	1616-301X	Wiley	28	35	1802999
pub.1106360884	2018-08-01	ur.012400474567.41	Bistable Polymer Actuators: Bioinspired Electrically Activated Soft Bistable Actuators (Adv. Funct. Mater. 35/2018)	10.1002/adfm.201870244	1616-301X	Wiley	28	35	1870244
pub.1106127038	2018-08-01	ur.0745600271.15	Myocardial Redox Hormesis Protects the Heart of Female Mice in Sepsis	10.1097/shk.0000000000001245	1073-2322	Wolters Kluwer	Publish Ahead of Print	&NA;	&na;
pub.1110426553	2018-08-01	ur.012375425341.98	A Framework for Acceleration of CNN Training on Deeply-Pipelined FPGA Clusters with Work and Weight Load Balancing	10.1109/fpl.2018.00074		Institute of Electrical and Electronics Engineers (IEEE)			394-398
pub.1105206393	2018-08-01	ur.01016162277.53	Origin of Reparative Stem Cells in Fracture Healing	10.1007/s11914-018-0458-4	1544-1873	Springer Nature	16	4	490-503
pub.1104992959	2018-08-01	ur.0704015755.33||ur.015706332221.54||ur.012227645663.49	Tapering off and returning to buprenorphine maintenance in a primary care Office Based Addiction Treatment (OBAT) program	10.1016/j.drugalcdep.2018.05.010	0376-8716	Elsevier	189	Arch. Intern. Med. 2011	166-171
pub.1106470516	2018-08-01	ur.01310660413.00	Active regeneration unites high- and low-temperature features in cooperative self-assembly	10.1103/physreve.98.022411	2470-0045	American Physical Society (APS)	98	2	022411
pub.1104398019	2018-08-01	ur.01002402575.65	Alcohol Consumption and Bone Mineral Density in People with HIV and Substance Use Disorder: A Prospective Cohort Study	10.1111/acer.13801	0145-6008	Wiley	42	8	1518-1529
pub.1104506613	2018-08-01	ur.07561454573.21||ur.0657407022.62	Precise, automated control of conditions for high-throughput growth of yeast and bacteria with eVOLVER	10.1038/nbt.4151	1087-0156	Springer Nature	36	7	614
pub.1092848316	2018-08-01	ur.015033243422.35	Vitamin D status is associated with underweight and stunting in children aged 6–36 months residing in the Ecuadorian Andes	10.1017/s1368980017002816	1368-9800	Cambridge University Press (CUP)	21	11	1974-1985
pub.1105008114	2018-08-01	ur.010474617377.21||ur.011575122110.62	Publisher Correction: Integrating photonics with silicon nanoelectronics for the next generation of systems on a chip	10.1038/s41586-018-0247-3	0090-0028	Springer Nature	560	7716	e4-e4
pub.1103882593	2018-08-01	ur.01020434415.20||ur.012671740247.48	Inhibition of Cx43 gap junction uncoupling prevents high glucose-induced apoptosis and reduces excess cell monolayer permeability in retinal vascular endothelial cells	10.1016/j.exer.2018.05.003	0014-4835	Elsevier	173	Invest. Ophthalmol. Vis. Sci. 51 2010	85-90
pub.1101143166	2018-08-01	ur.01336721474.30	Assessment and Treatment Considerations for Post Traumatic Stress Disorder at End of Life	10.1177/1049909118756656	1538-8573	SAGE Publications	35	8	1133-1139
pub.1103855518	2018-08-01	ur.0700064751.44	Anxious distress in depressed outpatients: Prevalence, comorbidity, and incremental validity	10.1016/j.jpsychires.2018.05.006	0022-3956	Elsevier	103	J. Abnorm. Psychol. 107 1998	54-60
pub.1105643184	2018-08-01	ur.016226147565.96||ur.013330603365.97||ur.012435634616.50	c-Cbl Expression Correlates with Human Colorectal Cancer Survival and Its Wnt/β-Catenin Suppressor Function Is Regulated by Tyr371 Phosphorylation	10.1016/j.ajpath.2018.05.007	0002-9440	Elsevier	188	8	1921-1933
pub.1092338460	2018-08-01	ur.0632542651.51	Pro-tobacco advertisement exposure among African American smokers: An ecological momentary assessment study	10.1016/j.addbeh.2017.10.015	0306-4603	Elsevier	83	Addiction 101 6 2006	142-147
pub.1104413336	2018-08-01	ur.01213123321.73||ur.010247325123.07	Is 30-Day Posthospitalization Mortality Lower Among Racial/Ethnic Minorities?	10.1097/mlr.0000000000000938	0025-7079	Wolters Kluwer	56	8	665-672
pub.1104046115	2018-08-01	ur.0710017377.40||ur.01115036507.22	Deep Sequencing of Complex Proteoglycans: A Novel Strategy for High Coverage and Site-specific Identification of Glycosaminoglycan-linked Peptides	10.1074/mcp.ra118.000766	1535-9476	American Society for Biochemistry & Molecular Biology (ASBMB)	17	8	1578-1590
pub.1105946683	2018-08-01	ur.0746723400.29	Geriatric Patient-Aligned Care Teams in Department of Veterans Affairs: How Are They Structured?	10.3390/geriatrics3030046	2308-3417	MDPI	3	3	46
pub.1105010992	2018-08-01	ur.0763034260.23	Impact of Genetic Determinants of HbA1c on Type 2 Diabetes Risk and Diagnosis	10.1007/s11892-018-1022-4	1534-4827	Springer Nature	18	8	52
pub.1104304936	2018-08-01	ur.01235353342.07	Intracellular mechanism by which arsenite activates the yeast stress MAPK Hog1.	10.1091/mbc.e18-03-0185	1059-1524	American Society for Cell Biology (ASCB)	29	15	1904-1915
pub.1106065552	2018-08-01	ur.01143235167.73	Relationship Between the Critical Shoulder Angle and Shoulder Disease	10.2106/jbjs.rvw.17.00161	2329-9185	Wolters Kluwer	6	8	e1
pub.1105391078	2018-08-01	ur.01231744511.98	Genetic determinants of co-accessible chromatin regions in activated T cells across humans	10.1038/s41588-018-0156-2	1061-4036	Springer Nature	50	8	1140-1150
pub.1106327057	2018-08-01	ur.013714573517.10	Environmental performance and analyst information processing costs	10.1016/j.jcorpfin.2018.08.008	0929-1199	Elsevier		J. Portfolio Manage. 35 1 2008	
pub.1104231231	2018-08-01	ur.01143235167.73	Shoulder adhesive capsulitis: epidemiology and predictors of surgery	10.1016/j.jse.2018.04.004	1058-2746	Elsevier	27	U Penn Orthop J 23 2013	1437-1443
pub.1105949516	2018-08-01	ur.01172306626.02	Multiplexed oscillations and phase rate coding in the basal forebrain	10.1126/sciadv.aar3230	2375-2548	American Association for the Advancement of Science (AAAS)	4	8	eaar3230
pub.1101292581	2018-08-01	ur.013230377055.04	BET proteins in abnormal metabolism, inflammation, and the breast cancer microenvironment	10.1002/jlb.5ri0917-380rr	0741-5400	Wiley	104	2	265-274
pub.1105914438	2018-08-01	ur.07546165535.17	Survey of Thermal Plasma Composition in Saturn's Magnetosphere Using Time‐of‐Flight Data From Cassini/CAPS	10.1029/2017ja025085	2169-9380	American Geophysical Union (AGU)	123	8	6494-6513
pub.1084767589	2018-08-01	ur.013345625401.21	Injuries Among School-aged Children of Immigrants	10.1007/s10903-017-0575-7	1557-1912	Springer Nature	20	4	841-847
pub.1101537216	2018-08-01	ur.015644665205.35	Energy democracy in a continuum: Remaking public engagement on energy transitions in Thailand	10.1016/j.erss.2018.03.008	2214-6296	Elsevier	42	Energy Res. Soc. Sci. 35 2018	53-60
pub.1105681338	2018-08-01	ur.0745654611.44	Effects of Chimpanzee (Pan troglodytes) Hunting Seasonality and Red Colobus (Piliocolobus badius) Association on Diana Monkeys (Cercopithecus diana) in Taï National Park, Côte d’Ivoire	10.1007/s10764-018-0050-x	0164-0291	Springer Nature	39	4	532-546
pub.1105251159	2018-08-01	ur.010171032133.80	Distribution of Plasma in the Io Plasma Torus as Seen by Radio Occultation During Juno Perijove 1	10.1029/2017ja025113	2169-9380	American Geophysical Union (AGU)	123	8	6207-6222
pub.1104900520	2018-08-01	ur.011156131672.13	Incentives for motivated experts in a partnership	10.1016/j.jebo.2018.05.003	0167-2681	Elsevier	152	J. Econ. Perspect. 19 2005	296-313
pub.1104434158	2018-08-01	ur.010016475007.05	Use of cool roofs and vegetation to mitigate urban heat and improve human thermal stress in Melbourne, Australia Use of cool roofs and vegetation to mitigate urban heat and improve human thermal stress in Melbourne, Australia	10.1175/jamc-d-17-0243.1	1558-8424	American Meteorological Society	57	8	1747-1764
pub.1101102667	2018-08-01	ur.01302433207.08	DEP domain–containing mTOR–interacting protein suppresses lipogenesis and ameliorates hepatic steatosis and acute‐on‐chronic liver injury in alcoholic liver disease	10.1002/hep.29849	0270-9139	Wiley	68	2	496-514
pub.1105603856	2018-08-01	ur.01057476673.30	EMIC Wave Events During the Four GEM QARBM Challenge Intervals	10.1029/2018ja025505	2169-9380	American Geophysical Union (AGU)	123	8	6394-6423
pub.1107899457	2018-08-01	ur.011055715213.15	The Penetration Effect of Connected Automated Vehicles in Urban Traffic: An Energy Impact Study	10.1109/ccta.2018.8511339		Institute of Electrical and Electronics Engineers (IEEE)	00		620-625
pub.1105810631	2018-08-01	ur.01057476673.30	The Composition of Plasma inside Geostationary Orbit Based on Van Allen Probes Observations	10.1029/2018ja025344	2169-9380	American Geophysical Union (AGU)	123	8	6478-6493
pub.1105981929	2018-08-02	ur.012671740247.48	Changes in Retinal Vascular Caliber after Intravitreal Aflibercept Treatment for Diabetic Macular Oedema.	10.1055/a-0630-1664	0023-2165	Thieme			
pub.1105587404	2018-08-03	ur.015033243422.35	Response to "Yogurt Intake and Risk of Cardiovascular Disease Among Hypertensive Individuals: Is It Time for a Clinical Trial?"	10.1093/ajh/hpy110	0895-7061	Oxford University Press (OUP)	31	9	e7
pub.1107188811	2018-08-03	ur.016254025453.35	Sex Differences in Genetic Associations With Longevity.	10.1001/jamanetworkopen.2018.1670	2574-3805	American Medical Association (AMA)	1	4	e181670
pub.1105471288	2018-08-03	ur.010016475007.05	Distinct Turbulence Structures in Stably Stratified Boundary Layers With Weak and Strong Surface Shear	10.1029/2018jd028628	2169-897X	American Geophysical Union (AGU)	123	15	7839-7854
